Open,High,Low,Close,Volume,Dividends,Stock Splits,date
17648.99609375,17789.275390625,17580.158203125,17581.39453125,0,0.0,0.0,2024-08-01 00:00:00-04:00
17574.537109375,17590.046875,17397.255859375,17400.87890625,792857000,0.0,0.0,2024-08-01 00:00:00-04:00
17405.02734375,17410.13671875,17289.765625,17313.228515625,604096000,0.0,0.0,2024-08-01 00:00:00-04:00
17312.900390625,17313.09765625,17156.447265625,17182.96484375,531370000,0.0,0.0,2024-08-01 00:00:00-04:00
17184.41015625,17203.1484375,17076.28125,17095.341796875,488741000,0.0,0.0,2024-08-01 00:00:00-04:00
17094.861328125,17147.421875,17051.533203125,17143.08984375,605017000,0.0,0.0,2024-08-01 00:00:00-04:00
17148.505859375,17219.48828125,17120.56640625,17195.609375,551716000,0.0,0.0,2024-08-01 00:00:00-04:00
