Open,High,Low,Close,Volume,Dividends,Stock Splits,date
5537.83984375,5566.16015625,5515.89990234375,5515.89990234375,0,0.0,0.0,2024-08-01 00:00:00-04:00
5515.43994140625,5518.08984375,5476.4599609375,5477.5498046875,440730141,0.0,0.0,2024-08-01 00:00:00-04:00
5477.56982421875,5481.68017578125,5457.759765625,5466.39990234375,337643000,0.0,0.0,2024-08-01 00:00:00-04:00
5466.5,5466.5,5433.77978515625,5439.18994140625,309400000,0.0,0.0,2024-08-01 00:00:00-04:00
5439.16015625,5443.8701171875,5414.1298828125,5418.60986328125,324273000,0.0,0.0,2024-08-01 00:00:00-04:00
5418.5400390625,5432.25,5410.419921875,5430.740234375,366436000,0.0,0.0,2024-08-01 00:00:00-04:00
5430.490234375,5450.60009765625,5428.1298828125,5446.77001953125,503994000,0.0,0.0,2024-08-01 00:00:00-04:00
