Open,High,Low,Close,Volume,Dividends,Stock Splits,date
17776.19140625,17796.505859375,17658.634765625,17769.29296875,0,0.0,0.0,2024-07-01 00:00:00-04:00
17774.44140625,17798.787109375,17716.501953125,17795.59375,668152000,0.0,0.0,2024-07-01 00:00:00-04:00
17787.744140625,17853.01171875,17769.3203125,17850.123046875,465863000,0.0,0.0,2024-07-01 00:00:00-04:00
17850.015625,17861.267578125,17816.5390625,17841.705078125,349256000,0.0,0.0,2024-07-01 00:00:00-04:00
17839.078125,17882.19140625,17821.69140625,17841.849609375,385546000,0.0,0.0,2024-07-01 00:00:00-04:00
17840.833984375,17868.66015625,17818.248046875,17837.53125,434148000,0.0,0.0,2024-07-01 00:00:00-04:00
17836.576171875,17893.671875,17835.46484375,17876.34765625,459052000,0.0,0.0,2024-07-01 00:00:00-04:00
