Open,High,Low,Close,Volume,Dividends,Stock Splits,date
39186.19921875,39438.359375,39162.75,39191.3203125,0,0.0,0.0,2024-07-01 00:00:00-04:00
39194.01953125,39200.859375,39037.94140625,39146.48046875,43490444,0.0,0.0,2024-07-01 00:00:00-04:00
39148.41015625,39193.33984375,39113.48828125,39191.87890625,30352492,0.0,0.0,2024-07-01 00:00:00-04:00
39192.921875,39215.66015625,39162.48828125,39184.33984375,31560570,0.0,0.0,2024-07-01 00:00:00-04:00
39184.30078125,39197.71875,39151.01953125,39154.8984375,26850424,0.0,0.0,2024-07-01 00:00:00-04:00
39154.76953125,39154.76953125,39072.83984375,39095.3203125,31080952,0.0,0.0,2024-07-01 00:00:00-04:00
39095.48046875,39191.640625,39090.921875,39162.0390625,38510257,0.0,0.0,2024-07-01 00:00:00-04:00
